Invoice Number,Vendor Name,GSTIN,Date,Taxable Amount,CGST,SGST,IGST,Total Amount
INV-2024-0699,Enterprise 6 Ltd,02AAACC0006A1Z2,2024-03-22,621804,55962.36,55962.36,0,733728.72
INV-2024-0700,Enterprise 10 Ltd,01AAACC0010A1Z0,2024-01-09,88779,7990.11,7990.11,0,104759.22
INV-2024-0701,Enterprise 3 Ltd,08AAACC0003A1Z5,2023-12-22,129913,0,0,23384.34,153297.34
INV-2024-0702,Enterprise 4 Ltd,07AAACC0004A1Z3,2024-02-02,644098,57968.82,57968.82,0,760035.64
INV-2024-0703,Enterprise 8 Ltd,03AAACC0008A1Z8,2024-01-20,664919,0,0,119685.42,784604.42
INV-2024-0704,Enterprise 43 Ltd,05AAACC0043A1Z3,2023-11-05,374590,33713.1,33713.1,0,442016.2
INV-2024-0705,Enterprise 15 Ltd,02AAACC0015A1Z7,2024-01-15,164027,14762.43,14762.43,0,193551.86
INV-2024-0706,Nexus Traders,09GGGG5555A1Z7,2024-02-09,364862,32837.58,32837.58,0,430537.16
INV-2024-0707,Enterprise 35 Ltd,03AAACC0035A1Z6,2023-12-03,307924,27713.16,27713.16,0,363350.32
INV-2024-0708,Global Corp,22BBBB0000A1Z5,2023-12-02,252222,0,0,45399.96,297621.96
INV-2024-0709,Enterprise 40 Ltd,03AAACC0040A1Z7,2023-11-12,500291,0,0,90052.38,590343.38
INV-2024-0710,Dynamic Dealers,24DDDD2222A1Z3,2024-03-20,357042,32133.78,32133.78,0,421309.56
INV-2024-0711,Enterprise 35 Ltd,03AAACC0035A1Z6,2023-11-04,241530,21737.7,21737.7,0,285005.4
INV-2024-0712,Enterprise 11 Ltd,09AAACC0011A1Z6,2024-01-28,598828,0,0,107789.04,706617.04
INV-2024-0713,Enterprise 27 Ltd,08AAACC0027A1Z8,2024-01-04,159421,14347.89,14347.89,0,188116.78
INV-2024-0714,Enterprise 41 Ltd,01AAACC0041A1Z2,2023-12-06,37701,0,0,6786.18,44487.18
INV-2024-0715,Enterprise 5 Ltd,06AAACC0005A1Z7,2023-11-13,406451,36580.59,36580.59,0,479612.18
INV-2024-0716,Enterprise 10 Ltd,01AAACC0010A1Z0,2024-01-20,449862,0,0,80975.16,530837.16
INV-2024-0717,Enterprise 15 Ltd,02AAACC0015A1Z7,2024-03-20,518084,0,0,93255.12,611339.12
INV-2024-0718,Rapid Delivery,14FFFF4444A1Z6,2024-02-16,198562,17870.58,17870.58,0,234303.16
INV-2024-0719,Enterprise 26 Ltd,02AAACC0026A1Z3,2023-12-01,163010,0,0,29341.8,192351.8
INV-2024-0720,Enterprise 27 Ltd,08AAACC0027A1Z8,2024-02-17,800959,0,0,144172.62,945131.62
INV-2024-0721,Enterprise 14 Ltd,03AAACC0014A1Z5,2023-11-05,816346,0,0,146942.28,963288.28
INV-2024-0722,Enterprise 36 Ltd,06AAACC0036A1Z4,2024-03-22,530084,0,0,95415.12,625499.12
INV-2024-0723,Enterprise 11 Ltd,09AAACC0011A1Z6,2023-12-14,712592,0,0,128266.56,840858.56
INV-2024-0724,Enterprise 3 Ltd,08AAACC0003A1Z5,2024-03-01,476245,0,0,85724.1,561969.1
INV-2024-0725,Enterprise 14 Ltd,03AAACC0014A1Z5,2024-01-20,165045,14854.05,14854.05,0,194753.1
INV-2024-0726,Enterprise 20 Ltd,05AAACC0020A1Z0,2024-03-25,888076,0,0,159853.68,1047929.68
INV-2024-0727,Enterprise 10 Ltd,01AAACC0010A1Z0,2023-12-22,677933,0,0,122027.94,799960.94
INV-2024-0728,Enterprise 26 Ltd,02AAACC0026A1Z3,2024-03-14,346507,31185.63,31185.63,0,408878.26
INV-2024-0729,Enterprise 35 Ltd,03AAACC0035A1Z6,2023-11-04,757275,0,0,136309.5,893584.5
INV-2024-0730,Enterprise 19 Ltd,01AAACC0019A1Z1,2024-02-28,660768,0,0,118938.24,779706.24
INV-2024-0731,Enterprise 21 Ltd,05AAACC0021A1Z8,2024-03-20,388640,34977.6,34977.6,0,458595.2
INV-2024-0732,Enterprise 6 Ltd,02AAACC0006A1Z2,2023-11-22,163070,14676.3,14676.3,0,192422.6
INV-2024-0733,Enterprise 4 Ltd,07AAACC0004A1Z3,2023-11-03,561638,50547.42,50547.42,0,662732.84
INV-2024-0734,Enterprise 19 Ltd,01AAACC0019A1Z1,2024-03-09,782590,70433.1,70433.1,0,923456.2
INV-2024-0735,Enterprise 29 Ltd,01AAACC0029A1Z1,2023-11-24,59150,0,0,10647,69797
INV-2024-0736,Apex Logistics,21CCCC1111A1Z2,2023-12-03,623472,56112.48,56112.48,0,735696.96
INV-2024-0737,Enterprise 8 Ltd,03AAACC0008A1Z8,2023-12-14,382821,34453.89,34453.89,0,451728.78
INV-2024-0738,Enterprise 43 Ltd,05AAACC0043A1Z3,2023-11-04,276797,24911.73,24911.73,0,326620.46
INV-2024-0739,Enterprise 29 Ltd,01AAACC0029A1Z1,2024-02-15,675162,60764.58,60764.58,0,796691.16
INV-2024-0740,Enterprise 30 Ltd,04AAACC0030A1Z2,2024-02-12,478277,0,0,86089.86,564366.86
INV-2024-0741,Enterprise 31 Ltd,09AAACC0031A1Z6,2024-01-01,816543,0,0,146977.74,963520.74
INV-2024-0742,Enterprise 19 Ltd,01AAACC0019A1Z1,2024-02-25,154970,13947.3,13947.3,0,182864.6
INV-2024-0743,Enterprise 19 Ltd,01AAACC0019A1Z1,2024-03-16,520043,0,0,93607.74,613650.74
INV-2024-0744,Enterprise 36 Ltd,06AAACC0036A1Z4,2023-12-04,101366,0,0,18245.88,119611.88
INV-2024-0745,Enterprise 32 Ltd,05AAACC0032A1Z3,2023-12-04,742476,66822.84,66822.84,0,876121.68
INV-2024-0746,Enterprise 2 Ltd,08AAACC0002A1Z5,2024-01-02,434335,39090.15,39090.15,0,512515.3
INV-2024-0747,Enterprise 31 Ltd,09AAACC0031A1Z6,2024-03-02,349742,31476.78,31476.78,0,412695.56
INV-2024-0748,Enterprise 5 Ltd,06AAACC0005A1Z7,2024-01-04,217470,19572.3,19572.3,0,256614.6
INV-2024-0749,Enterprise 38 Ltd,04AAACC0038A1Z2,2024-03-16,34570,0,0,6222.6,40792.6
INV-2024-0750,Enterprise 38 Ltd,04AAACC0038A1Z2,2024-02-06,168661,15179.49,15179.49,0,199019.98
INV-2024-0751,Enterprise 2 Ltd,08AAACC0002A1Z5,2024-01-11,247749,0,0,44594.82,292343.82
INV-2024-0752,Enterprise 6 Ltd,02AAACC0006A1Z2,2023-12-16,589284,53035.56,53035.56,0,695355.12
INV-2024-0753,Enterprise 21 Ltd,05AAACC0021A1Z8,2024-03-28,685332,61679.88,61679.88,0,808691.76
INV-2024-0754,Enterprise 22 Ltd,09AAACC0022A1Z0,2024-01-13,741053,66694.77,66694.77,0,874442.54
INV-2024-0755,Enterprise 9 Ltd,02AAACC0009A1Z6,2024-02-03,874602,78714.18,78714.18,0,1032030.36
INV-2024-0756,Nexus Traders,09GGGG5555A1Z7,2023-12-19,188655,0,0,33957.9,222612.9
INV-2024-0757,Enterprise 29 Ltd,01AAACC0029A1Z1,2023-12-09,458124,41231.16,41231.16,0,540586.32
INV-2024-0758,Enterprise 13 Ltd,01AAACC0013A1Z8,2023-12-02,323708,29133.72,29133.72,0,381975.44
INV-2024-0759,Enterprise 29 Ltd,01AAACC0029A1Z1,2024-03-06,565695,50912.55,50912.55,0,667520.1
INV-2024-0760,Enterprise 34 Ltd,01AAACC0034A1Z6,2024-03-23,619401,55746.09,55746.09,0,730893.18
INV-2024-0761,Enterprise 34 Ltd,01AAACC0034A1Z6,2024-03-24,34152,3073.68,3073.68,0,40299.36
INV-2024-0762,Enterprise 3 Ltd,08AAACC0003A1Z5,2024-03-22,677532,60977.88,60977.88,0,799487.76
INV-2024-0763,Enterprise 23 Ltd,01AAACC0023A1Z7,2023-11-04,104714,0,0,18848.52,123562.52
INV-2024-0764,Enterprise 26 Ltd,02AAACC0026A1Z3,2024-03-03,489106,44019.54,44019.54,0,577145.08
INV-2024-0765,Enterprise 17 Ltd,04AAACC0017A1Z7,2024-03-25,266819,24013.71,24013.71,0,314846.42
INV-2024-0766,Prime Steels,33EEEE3333A1Z4,2023-11-23,146797,0,0,26423.46,173220.46
INV-2024-0767,Apex Logistics,21CCCC1111A1Z2,2024-01-20,128655,11578.95,11578.95,0,151812.9
INV-2024-0768,Enterprise 10 Ltd,01AAACC0010A1Z0,2023-11-10,616212,0,0,110918.16,727130.16
INV-2024-0769,Enterprise 16 Ltd,08AAACC0016A1Z7,2023-12-02,224564,0,0,40421.52,264985.52
INV-2024-0770,Enterprise 37 Ltd,01AAACC0037A1Z0,2024-01-01,515932,0,0,92867.76,608799.76
INV-2024-0771,Dynamic Dealers,24DDDD2222A1Z3,2024-03-16,356272,0,0,64128.96,420400.96
INV-2024-0772,Enterprise 42 Ltd,02AAACC0042A1Z5,2024-02-08,281881,25369.29,25369.29,0,332619.58
INV-2024-0773,Enterprise 1 Ltd,03AAACC0001A1Z3,2023-11-04,528644,0,0,95155.92,623799.92
INV-2024-0774,Enterprise 10 Ltd,01AAACC0010A1Z0,2024-03-19,27614,0,0,4970.52,32584.52
INV-2024-0775,Enterprise 26 Ltd,02AAACC0026A1Z3,2024-02-03,104684,9421.56,9421.56,0,123527.12
INV-2024-0776,Enterprise 9 Ltd,02AAACC0009A1Z6,2023-12-26,689892,62090.28,62090.28,0,814072.56
INV-2024-0777,Enterprise 22 Ltd,09AAACC0022A1Z0,2023-12-26,906942,81624.78,81624.78,0,1070191.56
INV-2024-0778,Global Corp,22BBBB0000A1Z5,2024-03-10,19621,1765.89,1765.89,0,23152.78
INV-2024-0779,Enterprise 6 Ltd,02AAACC0006A1Z2,2023-11-07,610318,0,0,109857.24,720175.24
INV-2024-0780,Prime Steels,33EEEE3333A1Z4,2023-11-21,285646,25708.14,25708.14,0,337062.28
INV-2024-0781,Enterprise 21 Ltd,05AAACC0021A1Z8,2024-03-08,156483,14083.47,14083.47,0,184649.94
INV-2024-0782,Enterprise 35 Ltd,03AAACC0035A1Z6,2023-12-27,733551,0,0,132039.18,865590.18
INV-2024-0783,Enterprise 35 Ltd,03AAACC0035A1Z6,2024-01-10,792485,0,0,142647.3,935132.3
INV-2024-0784,Enterprise 40 Ltd,03AAACC0040A1Z7,2024-03-12,483442,0,0,87019.56,570461.56
INV-2024-0785,Enterprise 7 Ltd,01AAACC0007A1Z1,2024-02-14,284730,0,0,51251.4,335981.4
INV-2024-0786,Enterprise 1 Ltd,03AAACC0001A1Z3,2024-02-14,267904,0,0,48222.72,316126.72
INV-2024-0787,Enterprise 23 Ltd,01AAACC0023A1Z7,2023-11-03,515941,0,0,92869.38,608810.38
INV-2024-0788,Enterprise 16 Ltd,08AAACC0016A1Z7,2023-11-26,205879,18529.11,18529.11,0,242937.22
INV-2024-0789,Enterprise 10 Ltd,01AAACC0010A1Z0,2024-03-19,101277,0,0,18229.86,119506.86
INV-2024-0790,Enterprise 21 Ltd,05AAACC0021A1Z8,2024-01-28,195069,17556.21,17556.21,0,230181.42
INV-2024-0791,Enterprise 32 Ltd,05AAACC0032A1Z3,2024-03-20,145007,13050.63,13050.63,0,171108.26
INV-2024-0792,Enterprise 21 Ltd,05AAACC0021A1Z8,2024-03-19,646394,0,0,116350.92,762744.92
INV-2024-0793,Enterprise 33 Ltd,02AAACC0033A1Z5,2024-02-27,550267,0,0,99048.06,649315.06
INV-2024-0794,Enterprise 20 Ltd,05AAACC0020A1Z0,2024-01-21,266338,0,0,47940.84,314278.84
INV-2024-0795,Enterprise 20 Ltd,05AAACC0020A1Z0,2024-01-01,458837,0,0,82590.66,541427.66
INV-2024-0796,Enterprise 40 Ltd,03AAACC0040A1Z7,2024-02-23,832338,74910.42,74910.42,0,982158.84
INV-2024-0797,Enterprise 21 Ltd,05AAACC0021A1Z8,2023-12-20,653096,58778.64,58778.64,0,770653.28
INV-2024-0798,Enterprise 41 Ltd,01AAACC0041A1Z2,2024-02-06,65423,0,0,11776.14,77199.14
INV-2024-0799,Enterprise 23 Ltd,01AAACC0023A1Z7,2023-12-12,455703,41013.27,41013.27,0,537729.54
INV-2024-0800,Enterprise 8 Ltd,03AAACC0008A1Z8,2024-01-08,232442,0,0,41839.56,274281.56
INV-2024-0801,Enterprise 32 Ltd,05AAACC0032A1Z3,2024-01-11,827287,74455.83,74455.83,0,976198.66
INV-2024-0802,Enterprise 25 Ltd,08AAACC0025A1Z3,2024-03-16,757125,68141.25,68141.25,0,893407.5
INV-2024-0803,Enterprise 41 Ltd,01AAACC0041A1Z2,2024-02-04,212651,0,0,38277.18,250928.18
INV-2024-0804,Enterprise 4 Ltd,07AAACC0004A1Z3,2023-11-19,713948,0,0,128510.64,842458.64
INV-2024-0805,Enterprise 28 Ltd,03AAACC0028A1Z7,2023-11-11,427671,38490.39,38490.39,0,504651.78
INV-2024-0806,Enterprise 28 Ltd,03AAACC0028A1Z7,2024-02-18,92890,8360.1,8360.1,0,109610.2
INV-2024-0807,Enterprise 13 Ltd,01AAACC0013A1Z8,2023-12-08,805911,0,0,145063.98,950974.98
INV-2024-0808,Enterprise 38 Ltd,04AAACC0038A1Z2,2024-01-25,557161,0,0,100288.98,657449.98
INV-2024-0809,Enterprise 29 Ltd,01AAACC0029A1Z1,2023-11-16,218862,19697.58,19697.58,0,258257.16
INV-2024-0810,Enterprise 31 Ltd,09AAACC0031A1Z6,2023-12-12,232002,0,0,41760.36,273762.36
INV-2024-0811,Enterprise 6 Ltd,02AAACC0006A1Z2,2023-11-15,408465,0,0,73523.7,481988.7
INV-2024-0812,Enterprise 19 Ltd,01AAACC0019A1Z1,2024-01-12,885827,79724.43,79724.43,0,1045275.86
INV-2024-0813,Enterprise 14 Ltd,03AAACC0014A1Z5,2023-11-22,299555,26959.95,26959.95,0,353474.9
INV-2024-0814,Enterprise 28 Ltd,03AAACC0028A1Z7,2024-02-15,548786,49390.74,49390.74,0,647567.48
INV-2024-0815,Enterprise 8 Ltd,03AAACC0008A1Z8,2024-02-28,487056,43835.04,43835.04,0,574726.08
INV-2024-0816,Enterprise 12 Ltd,01AAACC0012A1Z4,2024-01-12,281625,25346.25,25346.25,0,332317.5
INV-2024-0817,Apex Logistics,21CCCC1111A1Z2,2023-12-11,595796,0,0,107243.28,703039.28
INV-2024-0818,Enterprise 43 Ltd,05AAACC0043A1Z3,2024-02-09,446824,40214.16,40214.16,0,527252.32
INV-2024-0819,Dynamic Dealers,24DDDD2222A1Z3,2024-02-01,19079,0,0,3434.22,22513.22
INV-2024-0820,Global Corp,22BBBB0000A1Z5,2023-11-12,75888,6829.92,6829.92,0,89547.84
INV-2024-0821,Enterprise 14 Ltd,03AAACC0014A1Z5,2023-11-09,717214,64549.26,64549.26,0,846312.52
INV-2024-0822,Enterprise 3 Ltd,08AAACC0003A1Z5,2023-12-21,217061,19535.49,19535.49,0,256131.98
INV-2024-0823,Rapid Delivery,14FFFF4444A1Z6,2024-03-18,806376,72573.84,72573.84,0,951523.68
INV-2024-0824,Enterprise 13 Ltd,01AAACC0013A1Z8,2024-03-16,73444,6609.96,6609.96,0,86663.92
INV-2024-0825,Apex Logistics,21CCCC1111A1Z2,2024-02-24,739397,66545.73,66545.73,0,872488.46
INV-2024-0826,Enterprise 42 Ltd,02AAACC0042A1Z5,2024-01-05,749596,0,0,134927.28,884523.28
INV-2024-0827,Enterprise 10 Ltd,01AAACC0010A1Z0,2024-03-03,499866,0,0,89975.88,589841.88
INV-2024-0828,Enterprise 43 Ltd,05AAACC0043A1Z3,2024-03-28,567569,51081.21,51081.21,0,669731.42
INV-2024-0829,Enterprise 41 Ltd,01AAACC0041A1Z2,2023-12-09,456042,0,0,82087.56,538129.56
INV-2024-0830,Enterprise 25 Ltd,08AAACC0025A1Z3,2023-11-07,807778,0,0,145400.04,953178.04
INV-2024-0831,Enterprise 35 Ltd,03AAACC0035A1Z6,2023-11-17,766255,0,0,137925.9,904180.9
INV-2024-0832,Enterprise 13 Ltd,01AAACC0013A1Z8,2024-01-06,130455,11740.95,11740.95,0,153936.9
INV-2024-0833,Enterprise 15 Ltd,02AAACC0015A1Z7,2024-03-22,780622,0,0,140511.96,921133.96
INV-2024-0834,Enterprise 20 Ltd,05AAACC0020A1Z0,2024-01-06,285295,0,0,51353.1,336648.1
INV-2024-0835,Enterprise 10 Ltd,01AAACC0010A1Z0,2023-11-01,679840,61185.6,61185.6,0,802211.2
INV-2024-0836,Enterprise 30 Ltd,04AAACC0030A1Z2,2024-02-01,425842,38325.78,38325.78,0,502493.56
INV-2024-0837,Enterprise 24 Ltd,08AAACC0024A1Z4,2024-01-07,371384,33424.56,33424.56,0,438233.12
INV-2024-0838,Enterprise 20 Ltd,05AAACC0020A1Z0,2023-12-13,237069,21336.21,21336.21,0,279741.42
INV-2024-0839,Enterprise 3 Ltd,08AAACC0003A1Z5,2024-01-06,508935,45804.15,45804.15,0,600543.3
INV-2024-0840,Enterprise 24 Ltd,08AAACC0024A1Z4,2023-11-22,726166,0,0,130709.88,856875.88
INV-2024-0841,Enterprise 43 Ltd,05AAACC0043A1Z3,2024-01-06,556101,50049.09,50049.09,0,656199.18
INV-2024-0842,Enterprise 33 Ltd,02AAACC0033A1Z5,2023-11-21,232541,20928.69,20928.69,0,274398.38
INV-2024-0843,Enterprise 23 Ltd,01AAACC0023A1Z7,2023-11-20,850933,76583.97,76583.97,0,1004100.94
INV-2024-0844,Enterprise 9 Ltd,02AAACC0009A1Z6,2024-02-21,442719,39844.71,39844.71,0,522408.42
INV-2024-0845,Enterprise 34 Ltd,01AAACC0034A1Z6,2024-02-08,117732,10595.88,10595.88,0,138923.76
INV-2024-0846,Apex Logistics,21CCCC1111A1Z2,2023-11-01,379975,34197.75,34197.75,0,448370.5
INV-2024-0847,Enterprise 23 Ltd,01AAACC0023A1Z7,2024-02-11,470424,0,0,84676.32,555100.32
INV-2024-0848,Prime Steels,33EEEE3333A1Z4,2023-12-12,403552,0,0,72639.36,476191.36
INV-2024-0849,Enterprise 33 Ltd,02AAACC0033A1Z5,2024-03-18,291163,26204.67,26204.67,0,343572.34
INV-2024-0850,Global Corp,22BBBB0000A1Z5,2024-02-20,193520,0,0,34833.6,228353.6
INV-2024-0851,Enterprise 25 Ltd,08AAACC0025A1Z3,2024-01-08,346058,31145.22,31145.22,0,408348.44
INV-2024-0852,TechNova Solutions,27AADCT1234E1Z1,2024-03-20,612497,0,0,110249.46,722746.46
INV-2024-0853,Enterprise 38 Ltd,04AAACC0038A1Z2,2024-03-02,294409,0,0,52993.62,347402.62
INV-2024-0854,Enterprise 27 Ltd,08AAACC0027A1Z8,2023-12-20,386686,34801.74,34801.74,0,456289.48
INV-2024-0855,Nexus Traders,09GGGG5555A1Z7,2024-01-19,214332,19289.88,19289.88,0,252911.76
INV-2024-0856,Dynamic Dealers,24DDDD2222A1Z3,2024-01-10,778367,0,0,140106.06,918473.06
INV-2024-0857,Enterprise 21 Ltd,05AAACC0021A1Z8,2023-11-12,686798,61811.82,61811.82,0,810421.64
INV-2024-0858,Enterprise 6 Ltd,02AAACC0006A1Z2,2024-01-26,259571,0,0,46722.78,306293.78
INV-2024-0859,Enterprise 31 Ltd,09AAACC0031A1Z6,2024-03-18,88478,0,0,15926.04,104404.04
INV-2024-0860,Enterprise 3 Ltd,08AAACC0003A1Z5,2023-11-12,32290,2906.1,2906.1,0,38102.2
INV-2024-0861,Enterprise 28 Ltd,03AAACC0028A1Z7,2024-03-25,187887,16909.83,16909.83,0,221706.66
INV-2024-0862,Enterprise 32 Ltd,05AAACC0032A1Z3,2024-01-25,802648,72238.32,72238.32,0,947124.64
INV-2024-0863,Enterprise 36 Ltd,06AAACC0036A1Z4,2024-01-04,899914,80992.26,80992.26,0,1061898.52
INV-2024-0864,Enterprise 30 Ltd,04AAACC0030A1Z2,2023-12-24,387099,0,0,69677.82,456776.82
INV-2024-0865,Enterprise 12 Ltd,01AAACC0012A1Z4,2023-12-26,502430,45218.7,45218.7,0,592867.4
INV-2024-0866,Enterprise 36 Ltd,06AAACC0036A1Z4,2024-02-01,573347,0,0,103202.46,676549.46
INV-2024-0867,Enterprise 19 Ltd,01AAACC0019A1Z1,2023-11-04,743553,66919.77,66919.77,0,877392.54
INV-2024-0868,Enterprise 37 Ltd,01AAACC0037A1Z0,2024-03-09,285082,0,0,51314.76,336396.76
INV-2024-0869,Enterprise 11 Ltd,09AAACC0011A1Z6,2024-03-23,820771,73869.39,73869.39,0,968509.78
INV-2024-0870,Enterprise 6 Ltd,02AAACC0006A1Z2,2023-11-22,594756,53528.04,53528.04,0,701812.08
INV-2024-0871,Enterprise 40 Ltd,03AAACC0040A1Z7,2024-03-08,901227,81110.43,81110.43,0,1063447.86
INV-2024-0872,Nexus Traders,09GGGG5555A1Z7,2024-02-08,224594,0,0,40426.92,265020.92
INV-2024-0873,Enterprise 24 Ltd,08AAACC0024A1Z4,2024-03-28,599562,0,0,107921.16,707483.16
INV-2024-0874,Enterprise 26 Ltd,02AAACC0026A1Z3,2023-12-23,604705,54423.45,54423.45,0,713551.9
INV-2024-0875,Enterprise 35 Ltd,03AAACC0035A1Z6,2024-03-27,439879,0,0,79178.22,519057.22
INV-2024-0876,Enterprise 10 Ltd,01AAACC0010A1Z0,2024-03-17,249715,0,0,44948.7,294663.7
INV-2024-0877,Enterprise 38 Ltd,04AAACC0038A1Z2,2023-12-13,344665,31019.85,31019.85,0,406704.7
INV-2024-0878,Enterprise 5 Ltd,06AAACC0005A1Z7,2023-11-16,403684,36331.56,36331.56,0,476347.12
INV-2024-0879,Enterprise 4 Ltd,07AAACC0004A1Z3,2024-03-15,142121,0,0,25581.78,167702.78
INV-2024-0880,Enterprise 5 Ltd,06AAACC0005A1Z7,2024-02-26,504912,45442.08,45442.08,0,595796.16
INV-2024-0881,Global Corp,22BBBB0000A1Z5,2024-01-19,144086,12967.74,12967.74,0,170021.48
INV-2024-0882,Enterprise 14 Ltd,03AAACC0014A1Z5,2023-11-09,774969,69747.21,69747.21,0,914463.42
INV-2024-0883,Enterprise 28 Ltd,03AAACC0028A1Z7,2023-11-24,675677,0,0,121621.86,797298.86
INV-2024-0884,Enterprise 8 Ltd,03AAACC0008A1Z8,2023-11-14,43015,0,0,7742.7,50757.7
INV-2024-0885,Enterprise 39 Ltd,03AAACC0039A1Z5,2024-01-15,735025,66152.25,66152.25,0,867329.5
INV-2024-0886,Enterprise 18 Ltd,09AAACC0018A1Z2,2023-12-28,648099,58328.91,58328.91,0,764756.82
INV-2024-0887,Enterprise 14 Ltd,03AAACC0014A1Z5,2023-12-19,69577,6261.93,6261.93,0,82100.86
INV-2024-0888,Enterprise 21 Ltd,05AAACC0021A1Z8,2024-03-09,28104,2529.36,2529.36,0,33162.72
INV-2024-0889,Enterprise 17 Ltd,04AAACC0017A1Z7,2024-01-28,110263,0,0,19847.34,130110.34
INV-2024-0890,Enterprise 3 Ltd,08AAACC0003A1Z5,2024-03-22,573352,51601.68,51601.68,0,676555.36
INV-2024-0891,Enterprise 5 Ltd,06AAACC0005A1Z7,2023-12-08,139698,0,0,25145.64,164843.64
INV-2024-0892,TechNova Solutions,27AADCT1234E1Z1,2024-03-01,93379,8404.11,8404.11,0,110187.22
INV-2024-0893,Enterprise 7 Ltd,01AAACC0007A1Z1,2023-12-24,862088,0,0,155175.84,1017263.84
INV-2024-0894,Enterprise 17 Ltd,04AAACC0017A1Z7,2023-12-01,660601,59454.09,59454.09,0,779509.18
INV-2024-0895,Enterprise 19 Ltd,01AAACC0019A1Z1,2023-12-18,420142,0,0,75625.56,495767.56
INV-2024-0896,Prime Steels,33EEEE3333A1Z4,2024-01-21,348763,31388.67,31388.67,0,411540.34
INV-2024-0897,TechNova Solutions,27AADCT1234E1Z1,2024-03-01,800942,72084.78,72084.78,0,945111.56
INV-2024-0898,Enterprise 18 Ltd,09AAACC0018A1Z2,2024-01-17,258549,0,0,46538.82,305087.82
INV-2024-0899,Enterprise 37 Ltd,01AAACC0037A1Z0,2023-11-27,67443,0,0,12139.74,79582.74
INV-2024-0900,Enterprise 38 Ltd,04AAACC0038A1Z2,2023-12-20,380805,0,0,68544.9,449349.9
INV-2024-0901,Enterprise 22 Ltd,09AAACC0022A1Z0,2024-01-27,723662,65129.58,65129.58,0,853921.16
INV-2024-0902,Enterprise 1 Ltd,03AAACC0001A1Z3,2024-03-03,331961,29876.49,29876.49,0,391713.98
INV-2024-0903,Enterprise 19 Ltd,01AAACC0019A1Z1,2023-11-02,402481,36223.29,36223.29,0,474927.58
INV-2024-0904,Enterprise 33 Ltd,02AAACC0033A1Z5,2023-11-23,880428,79238.52,79238.52,0,1038905.04
INV-2024-0905,Enterprise 42 Ltd,02AAACC0042A1Z5,2023-11-09,279048,25114.32,25114.32,0,329276.64
INV-2024-0906,Enterprise 4 Ltd,07AAACC0004A1Z3,2023-12-23,422605,0,0,76068.9,498673.9
INV-2024-0907,Dynamic Dealers,24DDDD2222A1Z3,2024-02-04,814611,0,0,146629.98,961240.98
INV-2024-0908,Enterprise 14 Ltd,03AAACC0014A1Z5,2023-12-12,202675,0,0,36481.5,239156.5
INV-2024-0909,Enterprise 8 Ltd,03AAACC0008A1Z8,2024-02-23,749359,0,0,134884.62,884243.62
INV-2024-0910,Global Corp,22BBBB0000A1Z5,2023-11-02,526395,0,0,94751.1,621146.1
INV-2024-0911,Enterprise 25 Ltd,08AAACC0025A1Z3,2024-03-11,281618,25345.62,25345.62,0,332309.24
INV-2024-0912,Enterprise 30 Ltd,04AAACC0030A1Z2,2024-03-18,864009,0,0,155521.62,1019530.62
INV-2024-0913,Enterprise 32 Ltd,05AAACC0032A1Z3,2024-03-10,157750,0,0,28395,186145
INV-2024-0914,Enterprise 37 Ltd,01AAACC0037A1Z0,2024-01-22,422231,0,0,76001.58,498232.58
INV-2024-0915,Enterprise 12 Ltd,01AAACC0012A1Z4,2024-03-04,191977,17277.93,17277.93,0,226532.86
INV-2024-0916,Enterprise 35 Ltd,03AAACC0035A1Z6,2024-01-11,216449,0,0,38960.82,255409.82
INV-2024-0917,Enterprise 10 Ltd,01AAACC0010A1Z0,2024-02-17,672348,60511.32,60511.32,0,793370.64
INV-2024-0918,Nexus Traders,09GGGG5555A1Z7,2024-03-04,134231,0,0,24161.58,158392.58
INV-2024-0919,Enterprise 29 Ltd,01AAACC0029A1Z1,2024-02-07,707929,63713.61,63713.61,0,835356.22
INV-2024-0920,Enterprise 38 Ltd,04AAACC0038A1Z2,2024-02-08,845931,76133.79,76133.79,0,998198.58
INV-2024-0921,Enterprise 41 Ltd,01AAACC0041A1Z2,2023-12-09,554947,0,0,99890.46,654837.46
INV-2024-0922,Enterprise 13 Ltd,01AAACC0013A1Z8,2024-01-06,14787,0,0,2661.66,17448.66
INV-2024-0923,Enterprise 28 Ltd,03AAACC0028A1Z7,2023-11-26,625133,56261.97,56261.97,0,737656.94
INV-2024-0924,Enterprise 25 Ltd,08AAACC0025A1Z3,2023-11-07,708091,63728.19,63728.19,0,835547.38
INV-2024-0925,Enterprise 5 Ltd,06AAACC0005A1Z7,2024-03-06,60861,5477.49,5477.49,0,71815.98
INV-2024-0926,Enterprise 2 Ltd,08AAACC0002A1Z5,2024-02-07,540469,48642.21,48642.21,0,637753.42
INV-2024-0927,Enterprise 10 Ltd,01AAACC0010A1Z0,2023-11-19,556377,0,0,100147.86,656524.86
INV-2024-0928,Enterprise 31 Ltd,09AAACC0031A1Z6,2023-12-03,472873,42558.57,42558.57,0,557990.14
INV-2024-0929,Enterprise 19 Ltd,01AAACC0019A1Z1,2023-12-09,350151,31513.59,31513.59,0,413178.18
INV-2024-0930,Enterprise 24 Ltd,08AAACC0024A1Z4,2024-03-18,823363,74102.67,74102.67,0,971568.34
